ISIN,Symbol,Type,Name
INE274C01019,WENDT.NS,EQ,Wendt (India) Limited
INE274F01020,WESTLIFE.NS,EQ,Westlife Development Ltd
INE715A01015,WHEELS.NS,EQ,Wheels India Limited
INE716A01013,WHIRLPOOL.NS,EQ,Whirlpool of India Limited
INE210A01017,WILLAMAGOR.NS,EQ,Williamson Magor & Company Limited
INE052A01021,WINDMACHIN.NS,EQ,Windsor Machines Limited
INE215F01023,WIPL.NS,EQ,The Western India Plywoods Limited
INE075A01022,WIPRO.NS,EQ,Wipro Limited
INE049B01025,WOCKPHARMA.NS,EQ,Wockhardt Limited
INE066O01014,WONDERLA.NS,EQ,Wonderla Holidays Limited
INE196Y01018,WORTH.NS,EQ,Worth Peripherals Limited
INE100D01014,WSI.NS,EQ,W S Industries (I) Limited
INE976A01021,WSTCSTPAPR.NS,EQ,West Coast Paper Mills Limited
INE692G01013,XCHANGING.NS,EQ,Xchanging Solutions Limited
INE01P501012,XELPMOC.NS,EQ,Xelpmoc Design And Tech Limited
INE445C01015,XPROINDIA.NS,EQ,Xpro India Limited
INE126M01010,YAARII.NS,EQ,Yaarii Digital Integrated Services Limited
INE528G01035,YESBANK.NS,EQ,Yes Bank Limited
INE256A01028,ZEEL.NS,EQ,Zee Entertainment Enterprises Limited
INE565L01011,ZEELEARN.NS,EQ,Zee Learn Limited
INE966H01019,ZEEMEDIA.NS,EQ,Zee Media Corporation Limited
INE058B01018,ZENITHEXPO.NS,EQ,Zenith Exports Limited
INE318D01020,ZENITHSTL.NS,EQ,Zenith Steel Pipes & Industries Limited
INE520A01027,ZENSARTECH.NS,EQ,Zensar Technologies Limited
INE251B01027,ZENTEC.NS,EQ,Zen Technologies Limited
INE871B01014,ZICOM.NS,EQ,Zicom Electronic Security Systems Limited
INE206B01013,ZODIACLOTH.NS,EQ,Zodiac Clothing Company Limited
INE077B01018,ZODJRDMKJ.NS,EQ,Zodiac JRD- MKJ Limited
INE358U01012,ZOTA.NS,EQ,Zota Health Care LImited
INE840M01016,ZUARI.NS,EQ,Zuari Agro Chemicals Limited
INE217A01012,ZUARIGLOB.NS,EQ,Zuari Global Limited
INE768C01010,ZYDUSWELL.NS,EQ,Zydus Wellness Limited
